ID,title,key_words
24070005,"00_I like it because it hurts you: On the association of everyday sadism, sadistic pleasure, and victim blaming","everyday sadism, sadistic pleasure, victim blaming, harm, empathic concern"
24070006,00_Do temperament trajectories from late childhood through adolescence predict success in school? Findings from a longitudinal study of Mexican-origin youth,"temperament, development, school outcomes, academic achievement, parental monitoring"
24070007,00_The Self-Promotion Boost: Positive consequences for observers of high-rank self-promoters,"self-promotion, hierarchy, affect, inspiration, motivation"
24070008,00_Listening to understand: The role of high-quality listening on speakers’ attitude depolarization during disagreements,"listening, disagreements, positivity resonance, attitude change, attitude depolarization"
24070009,00_The role of trust in reducing confrontation-related social costs,"confrontation, close relationships, trust, prejudice reduction, prejudice"
24070010,"00_You get us, so you like us: Feeling understood by an outgroup predicts more positive intergroup relations via perceived positive regard","felt understanding, intergroup relations, conflict, metaperceptions, felt positive regard"
24070011,00_Distinguishing four types of Person × Situation interactions: An integrative framework and empirical examination,"Person × Situation interactions, personality states, situation characteristics, contingencies, personality dynamics"
24070012,00_A deep learning approach to personality assessment: Generalizing across items and expanding the reach of survey-based research,"personality prediction, machine learning, natural language processing, measurement"
24070013,00_On being unpredictable and winning,"behavioral game theory, predator–prey dynamics, testosterone, sympathetic arousal"
24070014,00_Intergroup processes and the happy face advantage: How social categories influence emotion categorization,"social categorization, emotion categorization, social cognition, face processing, happy face advantage"
24070015,00_Perceiving greater variety among past conflicts with a focal goal reduces expected goal conflict,"variety, similarity, goals, goal conflict, forecasting"
24070016,00_Microinclusions: Treating women as respected work partners increases a sense of fit in technology companies,"gender, stereotype threat, belonging, interpersonal interactions, diversity"
24070017,00_Divergent effects of warmth and competence social rejection: An explanation based on the need-threat model,"social rejection, competence, warmth, affiliation, self-focus"
24070018,00_Using risk of crime detection to study change in mechanisms of decision making,"perception of risk, deterrence, rational choice, developmental, stability"
24070019,00_Testing the canalization hypothesis of attachment theory: Examining within-subject variation in attachment security,"attachment, romantic relationships, within-person variation, longitudinal, close relationships"
24070020,00_(when) do counterattitudinal exemplars shift implicit racial evaluations? Replications and extensions of Dasgupta and Greenwald (2001),"associative learning, attitudes, contingency awareness, implicit evaluations, replication"
24070021,00_The allure of consensus: People (over)seek consensus in selecting group persuasion strategies,"attitude change, consensus, persuasion, group persuasion"
24070022,00_Anger has benefits for attaining goals,"emotions, anger, functional theories, goals"
24070023,00_Dual-promotion: Bragging better by promoting peers,"self-promotion, bragging, communication strategies, open science"
24070024,00_How perceived polarization predicts attitude moralization (and vice versa): A four-wave longitudinal study during the 2020 U.S. election,"attitude moralization, perceived polarization, network homogeneity, perceived dyadic harm, negative moral emotions"
24070025,00_Golden gazes: Gaze direction and emotional context promote prosocial behavior by increasing attributions of empathy and perspective-taking,"prosocial behavior, gaze direction, empathy, perspective-taking, communication"
24070026,00_Bridging temperament and the Big Five in children: A genetically informative study,"temperament, personality, Big Five, genetics, twin study"
24070027,00_Getting under the skin? Influences of work–family experiences on personality trait adaptation and reciprocal relationships,"personality, work family interface, anxiety, reciprocal relationship"
24070028,00_The effect of configural processing on mentalization,"perceptual dehumanizaiton, configural processing, perspective taking, dehumanization, humanization"
24070029,00_A cognitive–ecological approach to temporal self-appraisals,"temporal self-appraisal, temporal comparison, information ecology, self and identity, selfenhancement"
24070030,00_Going beyond the “self” in self-control: Interpersonal consequences of commitment strategies,"willpower, commitment strategy, trust, integrity, signaling"
24070031,00_Relational attributions for one’s own resilience predict compassion for others,"compassion, hot-cold empathy gap, social judgment, attribution theory"
24070032,00_The civilian’s dilemma: Civilians exhibit automatic defensive responses to the police,"police–civilian interaction, threat, defense"
24070033,00_The person-environment fit of immigrants to the United States: A registered report,"person-environment fit, multiculturalism, immigration, well-being, selection"
24070034,00_My partner really gets me: Affective reactivity to partner stress predicts greater relationship quality in new couples,"affective reactivity, relationship quality, relationship stage, romantic relationships, stress"
24070035,00_Cross-situational variability in childhood personality states,"intraindividual variability, personality variability, thin slice, child personality"
24070036,00_The role of conflict representation in abstinence versus moderation in self-control,"self-control, abstinence, moderation, conflict representation, goal pursuit"
24070037,00_Differentiation in social perception: Why later-encountered individuals are described more negatively,"person perception, serial targets, distinctiveness, negativity"
24070038,"00_More than a barrier: Nostalgia inhibits, but also promotes, favorable responses to innovative technology","nostalgia, social connectedness, skepticism about change, artificial intelligence, human−technology relationship"
24070039,00_Can’t wait to pay: The desire for goal closure increases impatience for costs,"patience, intertemporal choice, goal closure, time discounting"
24070040,00_In what ways do accessible attitudes ease decision making? Examining the reproducibility of accessibility effects across cultural contexts,"attitude accessibility, decision latency, choice correspondence, culture, individualism and collectivism"
24070041,00_Let it go: How exaggerating the reputational costs of revealing negative information encourages secrecy in relationships,"secrets, forgiveness, accuracy, social cognition, self-disclosure"
24070042,00_Reminders undermine impressions of genuine gratitude,"communication, prosocial behavior, social norms, gratitude, genuineness"
24070043,00_Saying no: The negative ramifications from invitation declines are less severe than we think,"misprediction, perspective taking, introspection, social psychology, judgment and decision making"
24070044,"00_Life goal development, educational attainment, and occupational outcomes: A 12-year, multisample longitudinal study","life goals, goal development, educational attainment, occupational outcomes, young adulthood"
24070045,00_The development of personality—From metatraits to facets—Across adolescence and into adulthood in a sample of Mexican-origin youth,"personality development, adolescence, emerging adulthood, Big Five, Mexican"
24070046,00_Closing a conceptual gap in race perception research: A functional integration of the other-race face recognition and “who said what?” paradigms,"social perception, categorization, individuation, interrace bias, other-race effect"
24070047,00_The poetry of psychological distance: Bidirectional associations between stimulus speed and its psychological distance and construal level,"speed, construal level, psychological distance"
24070048,00_Moral panics on social media are fueled by signals of virality,"social media, moral panic, outrage, politics, morality"
24070049,00_Intergroup time bias and aversive racism in the medical context,"racial discrimination, aversive racism, intergroup time bias, impression formation, health care disparities"
24070050,00_Catching a smile from individuals and crowds: Evidence for distinct emotional contagion processes,"emotional contagion, attention, crowds, facial electromyography, eye-tracking"
24070051,00_Narcissists’ affective well-being: Associations of grandiose narcissism with state affect level and variability,"narcissism, well-being, affective states, variability, experience sampling"
24070052,"00_Determinants of consensus in person judgments: The joint influence of information overlap, information quantity, cross-situational consistency, and shared meaning","consensus in person judgment, information overlap, observation length, consistency, shared meaning"
24070053,00_Dynamics of narcissistic grandiosity and vulnerability in naturalistic and experimental settings,"narcissism, grandiosity, vulnerability, dominance, affiliation"
24070054,00_Hand movement trajectories illustrate the mechanism underlying Kurt Lewin’s distinction between approach–approach and avoidance–avoidance motivational conflicts,"approach, avoidance, conflict, motivation, mouse-tracking"
24070055,00_Anticipated affect predicts moral praise and character judgments,"moral judgment, empathy, person perception, helping, prosociality"
24070056,00_Testing intergroup contact theory through a natural experiment of randomized college roommate assignments in the United States,"intergroup contact, roommates, random assignment, friendship, cross-race"
24070057,"00_Evaluations are inherently comparative, but are compared to what?","decision by sampling, risky decision making, delay discounting, vaccine hesitancy, comparison standards"
24070058,00_Underwhelming pleasures: Toward a self-regulatory account of hedonic compensation and overconsumption,"hedonic compensation, distraction, consumption, self-regulation"
24070059,00_Living while fat: Development and validation of the Fat Microaggressions Scale,"fat microaggressions, weight stigma, everyday discrimination, indirect discrimination, benevolent weightism"
24070060,00_Perilous and unaccountable: The positive relationship between dominance and moral hazard behaviors,"dominance and prestige, moral hazard, goal pursuit, outcome accountability, process accountability"
24070061,00_Personality in Swahili culture: A psycho-lexical approach to trait structure in a language deprived of typical trait-descriptive adjectives,"personality traits, trait taxonomy, psycho-lexical approach, Swahili, cross-cultural"
24070062,00_Growing up to be mature and confident? The longitudinal interplay between the Big Five and self-esteem in adolescence,"Big Five, self-esteem, adolescence, developmental interplay, continuous time models"
24070063,00_Social judgments from faces and bodies,"person perception, face, body, whole person, social class"
24070064,00_Studies on the functions and mechanisms of shame and pride: A systematic examination of the relationship between shame/pride and concealment/exposure behaviors,"shame, pride, social status, concealment, exposure"
24070065,"00_Varieties of gratitude: Identifying patterns of emotional responses to positive experiences attributed to God, karma, and human benefactors","God, karma, gratitude, pride, attributions"
24070066,00_Nonlinear relationships between eye gaze and recognition accuracy for ethnic ingroup and outgroup faces,"eye tracking, face processing, repetition effects, ethnicity or race, recognition"
24070067,00_Achieving social influence across gender and time: Are dominance and prestige equally viable for men and women?,"dominance, prestige, gender, social influence, social networks"
24070068,00_Expressing the good in bad times: Examining whether and why positive expressivity in negative contexts affects romantic partners’ responsive support provision,"support-seeking, responsiveness, close relationships, positive emotion, coping"
24070069,00_How loneliness undermines close relationships and persists over time: The role of perceived regard and care,"loneliness, perceived regard, communal motivation, perceived partner responsiveness, close relationships"
24070070,00_When the specter of the past haunts current groups: Psychological antecedents of historical blame,"historical blame, historical wrongs, group blame, group continuity, past"
24070071,00_How and why aversive personality is expressed in political preferences,"D factor, socially aversive traits, political orientation, right-wing authoritarianism, social dominance orientation"
24070072,"00_Ethnic identity centrality across the adult lifespan: Aging, cohort, and period effects among majority and minority group members","ethnic identity, racial identity, development, lifespan, adult"
24070073,00_Individual differences in changes in subjective well-being: The role of event characteristics after negative life events,"subjective well-being, life events, event characteristics, specification curve analysis, individual differences"
24070074,00_Who feels they contribute to U.S. society? Helping behaviors and social class disparities in perceived contributions,"social class, contribution, prosocial behavior, culture, status"
24070075,00_The zero-sum mindset,"zero-sum mindset, zero-sum thinking, cooperation, social cognition, hostile attribution"
24070076,00_Creative ideation activates disinhibited reward-seeking and indulgent choices,"consequences of creativity, indulgence, disinhibition, behavioral activation system, reward-seeking"
24070077,00_Is being elite the same as living an easy life? Two distinct ways of experiencing subjective socioeconomic status,"socioeconomic status, social class, culture, rank, individual differences"
24070078,00_Rejecting an intergroup apology attenuates perceived differences between victim and perpetrator groups in morality and power,"intergroup apologies, morality, power, social costs, third parties"
24070079,00_Are state–trait fit and state–situation fit relevant for within-person dynamics of personality states?,"person–environment fit, personality dynamics, personality states, statistical interactions, response surface analysis"
24070080,00_I think you might like me: Emergence and change of meta-liking in initial social interactions,"meta-liking, interpersonal perceptions, personality, adolescence"
24070081,00_Persons in contexts: The role of social networks and social density for the dynamic regulation of face-to-face interactions in daily life,"social interaction, social networks, social density, social desires, mobile sensing"
24070082,"00_Like yourself, and others will follow: The role of target self-esteem in the association between being seen accurately and being liked in platonic and romantic first impressions","personality judgments, first impressions, accuracy, self-esteem, liking"
24070083,00_Thinking in 3D: A multidimensional mapping of the effects of distance on abstraction,"construal level theory, psychological distance, natural language processing, abstraction, memory"
24070084,00_The interplay of multiple unconditioned stimuli in evaluative conditioning: A weighted averaging framework for attitude formation via stimulus co-occurrences,"evaluative conditioning, attitudes, memory, evaluation, valence asymmetry"
24070085,00_Of preferences and priors: Motivated reasoning in partisans’ evaluations of scientific evidence,"partisan bias, motivated reasoning, prior beliefs, political cognition, blinding"
24070086,"00_Asian = machine, Black = animal? The racial asymmetry of dehumanization","race, Asian, Black, dehumanization, prejudice"
24070087,00_Differences in natural standing posture are associated with antisocial and manipulative personality traits,"body posture, personality, antisocial behavior, social dominance, psychopathy"
24070088,"00_Why we do what we do matters for how we feel: Links among autonomous goal regulation, need fulfillment, and well-being in daily life","autonomous motivation, self-determination theory, goal pursuit, experience sampling, threelevel model"
24070089,00_A balanced mind: Awe fosters equanimity via temporal distancing,"awe, equanimity, temporal distancing, well-being, intervention"
24070090,00_A taxonomy for human social perception: Data-driven modeling with cinematic stimuli,"social perception, social cognition, human perception, taxonomy"
24070091,"00_How virtue, competence, and dominance conjointly shape status attainment at work: Integrating person-centered and variable-centered approaches","status, virtue, competence, dominance, person-centered"
24070092,00_Self-control signals and affords power,"power, self-control, person perception, goal setting"
24070093,"00_Love me, because I rely on you: Dependency-oriented help-seeking as a strategy for human mating","dependency-oriented help, mating, interpersonal dependency, romantic interests, autonomyoriented help"
24070094,00_Who flourishes in school? The interplay of academic self-concept and personality and its role for academic performance in middle adolescence,"academic self-concept, Big Five personality, academic achievement, adolescence, interactions"
24070095,"00_Narrative identity in context: How adults in Japan, Denmark, Israel, and the United States narrate difficult life events","narrative identity, cross-cultural psychology, personality psychology"
24080001,00_Self-regulating arousal via pupil-based biofeedback,"Pupil-based biofeedback, Arousal state, Locus coeruleus, Self-regulation, Oddball task"
24080002,00_Effects of a US Supreme Court ruling to restrict abortion rights,"Supreme Court ruling, abortion rights, norm perceptions, legitimacy, media influence"
24080003,00_A model of conceptual bootstrapping in human cognition,"computational model, Conceptual bootstrapping, learned concepts, Bayesian-symbolic model, Curriculum-order effect"
24080004,00_Understanding political divisiveness using online participation data from the 2022 French and Brazilian presidential elections,"divisiveness metric, digital participation platform, political polarization, social choice theory, pairwise preference matrix"
24080005,00_Pain-preferential thalamocortical neural dynamics across species,"Pain-preferential, Medial-dorsal thalamic nucleus, Thalamocortical neural dynamics, Multimodal neuroimaging fusion, Cross-species validation"
24080006,00_The relationship between political ideology and judgements of bias in distributional outcomes,"Bias, Political ideology, Dominant and non-dominant groups, Judgement variability, Stimulus sampling"
24080007,00_The formality effect,"Formality Effect, Credibility Heuristic, Importance Heuristic, Government Communication, resident behaviour"
24080008,00_Geometry of visuospatial working memory information in miniature gaze patterns,"Miniature gaze patterns, Visuospatial working memory, Representational geometry analysis, Object-specific encoding, Categorical bias"
24080009,00_The response time paradox in functional magnetic resonance imaging analyses,"Response time paradox, BOLD signal confound, Time-series modeling, Group-level confound, fMRI"
24080010,00_Psychological inoculation strategies to fight climate disinformation across 12 countries,"Psychological Inoculation, Climate Disinformation, climate mitigation action, ability to detect disinformation, pro-environmental behaviour"
24080011,00_The motivating effect of monetary over psychological incentives is stronger in WEIRD cultures,"Monetary Incentives, Psychological Incentives, Cultural Differences, Exchange Norms, weird cultures"
24080012,00_Greater variability in judgements of the value of novel ideas,"Novel ideas, Value Judgement, Variability, Risk, Intent to Invest"
24080013,00_Large-scale citizen science reveals predictors of sensorimotor adaptation,"Sensorimotor Adaptation, Citizen Science, Visuomotor Rotation Task, Machine Learning, Competition Theory"
24080014,00_Driving and suppressing the human language network using large language models,"large language models, language network, encoding model, surprisal, structural integrity"
24080015,00_Effects of calibrated blue–yellow changes in light on the human circadian clock,"circadian rhythm, blue-yellow changes, sleep, cones, rods"
24080016,00_Trusting young children to help causes them to cheat less,"Trust, Honesty, Cheating behavior,  young children,Reciprocity relationship"
24080017,00_Bayesianism and wishful thinking are compatible,"Bayesian model, Belief Polarization, Wishful Thinking, Affective Prediction Error, Directional Motivation"
24080018,00_Using deep neural networks to disentangle visual and semantic information in human perception and memory,"Visual-semantic representation, Deep neural networks, Mental representation, Perception and memory, Representational geometry"
24080019,00_Dopamine and serotonin in human substantia nigra track social context and value signals during economic exchange,"Dopamine, Serotonin, Substantia nigra pars reticulata, Ultimatum game, Reward prediction error"
24080020,00_Motor cortex retains and reorients neural dynamics during motor imagery,"Motor Imagery, Neural Dynamics, Subspace Decomposition, Motor Cortex, Orthogonal Subspaces"
24080021,00_Causal phase-dependent control of non-spatial attention in human prefrontal cortex,"non-spatial attention, inferior frontal junction, transcranial alternating current stimulation, phase-dependent modulation, neural oscillations"
24080022,00_Intracranial electroencephalography reveals effector-independent evidence accumulation dynamics in multiple human brain regions,"intracranial EEG, evidence accumulation, effector-independent, high-frequency activity, decision formation"
24080023,00_Battling the coronavirus ‘infodemic’ among social media users in Kenya and Nigeria,"Infodemic, Accuracy nudge, Sharing discernment, Adaptive experimental design, Treatment heterogeneity"
24080024,00_An experimental test of whether financial incentives constitute undue inducement in decision-making,"Undue inducement, Financial incentives, decision making, Welfare analysis, Bayesian rationality"
24080025,00_Field testing the transferability of behavioural science knowledge on promoting vaccinations,"Transferability, Field Testing, Behavioral Interventions, Vaccination Promotion, Randomized Controlled Trials"
24080026,00_Dynamic computational phenotyping of human cognition,"Computational Phenotyping, Longitudinal Study, Psychometric Properties, Practice Effects, Dynamic Modeling"
24080027,00_Neural evidence for attentional capture by salient distractors,"Attentional Capture, Salient Distractors, High-Frequency Activity, Inverted Encoding Model, Neural Network Mechanisms"
24080028,00_Orthogonal neural encoding of targets and distractors supports multivariate cognitive control,"cognitive control, orthogonal neural encoding, targets, distractors, multivariate fMRI analysis"
24080029,00_An experimental manipulation of the value of effort,"effort valuation, experimental paradigm, reward contingency, transfer effects, cognitive effort"
24080030,00_Biomimetic versus arbitrary motor control strategies for bionic hand skill learning,"Biomimetic control, Arbitrary control, Bionic hand, Motor learning, Generalization"
24080031,00_The direction of theta and alpha travelling waves modulates human memory processing,"travelling waves, theta oscillations, alpha oscillations, memory encoding, memory recall"
24080032,00_Representation of internal speech by single neurons in human supramarginal gyrus,"Internal speech, Supramarginal gyrus, Brain-machine interface, Single neurons, Decoding"
24080033,00_Decomposition of an odorant in olfactory perception and neural representation,"olfactory perception, neural representation, substructure adaptation, Amygdala,  fMRI"
24080034,00_Ouvrai opens access to remote virtual reality studies of human behavioural neuroscience,"Ouvrai, Virtual Reality, Remote Studies, Behavioral Neuroscience, Open Source"
24080035,00_Testing theory of mind in large language models and humans,"Theory of mind, Large language models, False belief, Faux pas, Human performance"
24080036,00_Memorability shapes perceived time (and vice versa),"Memorability, Perceived time, Time perception, Visual processing, Recurrent neural network"
24080037,00_Images with harder-to-reconstruct visual representations leave stronger memory traces,"Reconstruction error, Memory traces, Sparse coding, Level-of-processing, Visual representations"
24080038,00_Electrophysiological signatures of veridical head direction in humans,"head direction, Spatial navigation, intracranial EEG, Head rotation, medial temporal lobe"
24080039,00_Goal commitment is supported by vmPFC through selective attention,"vmPFC, goal commitment, selective attention, persistence bias, goal pursuit"
24080040,00_The role of the human hippocampus in decision-making under uncertainty,"hippocampus, decision-making, uncertainty, reward, limbic encephalitis"
24080041,00_A neurofunctional signature of subjective disgust generalizes to oral distaste and socio-moral contexts,"disgust, neurofunctional signature, fMRI, MVPA, generalization"
24080042,00_Human ventromedial prefrontal cortex is necessary for prosocial motivation,"ventromedial prefrontal cortex, prosocial motivation, effort discounting, reward sensitivity, voxel-based lesion-symptom mapping"
24080043,00_Effects of a monthly unconditional cash transfer starting at birth on family investments among US families with low income,"unconditional cash transfer, family investments, low-income families, child development, randomized controlled trial"
24080044,00_Prominent misinformation interventions reduce misperceptions but increase scepticism,"misinformation interventions, misperceptions, scepticism, fact-checking, media literacy"
24080045,00_Brain-wide functional connectivity artifactually inflates throughout functional magnetic resonance imaging scans,"functional connectivity inflation, systemic low-frequency oscillations (sLFO), resting-state fMRI, task-based fMRI, , cerebral blood flow"
24080046,00_Non-invasive stimulation of the human striatum disrupts reinforcement learning of motor skills,"transcranial temporal interference stimulation, striatum, reinforcement learning, motor skills, non-invasive stimulation"
24080047,00_Humans adaptively deploy forward and backward prediction,"forward prediction, backward prediction, decision-making, state space, efficiency"
24080048,00_Decision uncertainty as a context for motor memory,"Decision uncertainty, Motor memory, Contextual cue, Force-field adaptation, Perceptual decision-making"
24080049,00_The neural network RTNet exhibits the signatures of human perceptual decision-making,"RTNet, perceptual decision-making, response time, stochasticity, neural networks"
24080050,00_An empirical investigation of the impact of ChatGPT on creativity,"ChatGPT, Creativity, Idea generation, Incremental innovation, empathy"
24080051,00_Neural populations in the language network differ in the size of their temporal receptive windows,"Language network, Temporal receptive windows, Neural populations, Intracranial recordings, Response profiles"
24080052,00_Causal effect of video gaming on mental well-being in Japan 2020–2022,"video gaming, mental well-being, causal inference, natural experiment, console ownership"
24080053,00_Fact-checker warning labels are effective even for those who distrust fact-checkers,"Fact-checker warning labels, Misinformation, Trust in fact-checkers, Effectiveness, Partisanship"
24080054,00_Binding of cortical functional modules by synchronous high-frequency oscillations,"high-frequency oscillations, cortical binding, co-ripples, intracranial EEG, semantic processing"
24080055,00_State-level anti-transgender laws increase past-year suicide attempts among transgender and non-binary young people in the USA,"ChatGPT, Creativity, Idea generation, Incremental innovation, empathy"
24080056,00_A large-scale field experiment on participatory decision-making in China,"participatory decision-making, participatory budgeting, civic engagement, authoritarian regimes, China"
24080057,00_Replay shapes abstract cognitive maps for efficient social navigation,"social navigation, cognitive maps, replay, abstraction, successor representation"
24080058,00_Human olfactory perception embeds fine temporal resolution within a single sniff,"Olfactory perception, Temporal resolution, Sniff, Stimulus onset asynchrony, Odor discrimination"
24080059,00_Distributed representations of behaviour-derived object dimensions in the human visual system,"Object vision, behaviour-derived object dimensions, category-centric, visual cortex, fMRI"
24080060,00_Common neural choice signals can emerge artefactually amid multiple distinct value signals,"value-based decision-making, EEG, evidence accumulation, stimulus-locked activity, response-locked activity"
24080061,00_A soccer-based intervention improves incarcerated individuals’ behaviour and public acceptance through group bonding,"soccer-based intervention, group bonding, incarcerated individuals, behaviour improvement, public acceptance"
24080062,00_A behaviourally informed chatbot increases vaccination rates in Argentina more than a one-way reminder,"Chatbot, Vaccination, Behavioural insights, Randomized controlled trial, Argentina"
24080063,00_Exposure to detectable inaccuracies makes children more diligent fact-checkers of novel claims,"children, fact-checking, misinformation, environmental reliability, adaptive skepticism"
24080064,00_Inoculation and accuracy prompting increase accuracy discernment in combination but not alone,"misinformation, inoculation, accuracy prompting, accuracy discernment, combined interventions"
24080065,00_Theta phase precession supports memory formation and retrieval of naturalistic experience in humans,"Theta Oscillations, Episodic Memory, Memory retrieval, Memory Encoding, Intracranial Electrophysiology"
24090001,00_Experienced Love: An Empirical Account,"love, relationships, emotion, well-being, gender"
24090002,00_Reducing Facial Stereotype Bias in Consequential Social Judgments: Intervention Success With White Male Faces,"faces, stereotyping, trustworthiness, criminal sentencing, intervention"
24090003,00_Generating New Musical Preferences From Multilevel Mapping of Predictions to Reward,"new music, auditory perception, predictive coding, reward, exposure, statistical learning, medial prefrontal cortex, cross-cultural, open data, open materials"
24090004,00_Improving Memory Search Through Model-Based Cue Selection,"cues, memory search, free recall, part-set cuing, computational modeling, open data, open materials, preregistered"
24090005,00_Investigating Inattentional Blindness Through the Lens of Fear Chemosignals,"fear chemosignals, inattentional blindness, sensory acquisition, virtual reality, open data, open materials, preregistration"
24090006,00_Personal Misconduct Elicits Harsher Professional Consequences for Artists (vs. Scientists): A Moral-Decoupling Process,"morality, decoupling, person perception, social judgment, misconduct, punishment, art, science, open data, open materials, preregistration"
24090007,00_Distinct Inhibitory-Control Processes Underlie Children’s Judgments of Fairness,"fairness, advantageous inequity aversion, reach tracking, inhibitory control"
24090008,00_Identity Concealment May Discourage Health-Seeking Behaviors: Evidence From Sexual-Minority Men During the 2022 Global Mpox Outbreak,"stigma, concealment, health behavior, mpox, health disparities, open data, open materials, preregistration"
24090009,00_Mindful-Gratitude Practice Reduces Prejudice at High Levels of Collective Narcissism,"mindfulness, gratitude, collective narcissism, prejudice, anti-Semitism, sexism, homophobia, anti-immigrant sentiment, open data, open materials, preregistered"
24090010,00_Dissociable Codes in Motor Working Memory,"working memory, motor, action, visuospatial, executive function, open data"
24090011,00_Observers Efficiently Extract the Minimal and Maximal Element in Perceptual Magnitude Sets: Evidence for a Bipartite Format,"representational format, computational theory of mind, perceptual magnitudes, working memory limits, open data, open materials, preregistered"
24090012,00_Perceptions of Falling Behind “Most White People”: Within-Group Status Comparisons Predict Fewer Positive Emotions and Worse Health Over Time Among White (but Not Black) Americans,"race, socioeconomic status, health, open data, open materials"
24090013,00_The (Un)ideal Physicist: How Humans Rely on Object Interaction for Friction Estimates,"intuitive physics, sensorimotor feedback, perception and action, information processing"
24090014,00_Synchrony Influences Estimates of Cooperation in a Public-Goods Game,"action perception, cooperation, joint action, synchrony, social cognition, open data, preregistered"
24090015,00_When and Why People Conceal Infectious Disease,"contagious illness, concealment, open data, open materials, preregistered"
24090016,00_Unlocking the Benefits of Gender Diversity: How an Ecological-Belonging Intervention Enhances Performance in Science Classrooms,"wise interventions, treatment heterogeneity, higher education, organizational diversity, open materials"
24090017,00_Devaluation by Omission: Limited Identity Options Elicit Anger and Increase Identification,"social-identity omission, social-identity threat, group identification"
24090018,00_Racial Prejudice Affects Representations of Facial Trustworthiness,"person perception, face perception, reverse correlation, prejudice/stereotyping, social cognition"
24090019,00_A Universal Cognitive Bias in Word Order: Evidence From Speakers Whose Language Goes Against It,"cross-linguistic generalizations; language universals, non-WEIRD populations, artificial language learning, word order, syntax, Kîîtharaka, open data, open materials"
24090020,00_A Practical Significance Bias in Laypeople’s Evaluation of Scientific Findings,"practical significance, evidence-based decision-making, effect size, evidence evaluation, everyday reasoning, numeracy, open data, open materials, preregistration"
24090021,00_Can Invalid Information Be Ignored When It Is Detected?,"misinformation, belief updating, outliers, estimation, judgment, open data"
24090022,00_Bridging the Gap Between Self-Report and Behavioral Laboratory Measures: A Real-Time Driving Task With Inverse Reinforcement Learning,"impulsivity, realistic experiment, inverse reinforcement learning, deep learning, driving, open data, open materials"
24090023,00_Manipulating Prior Beliefs Causally Induces Under- and Overconfidence,"metacognition, decision-making, priors, under- and overconfidence, drift-diffusion model, open data"
24090024,00_Multivariate Assessment of Inhibitory Control in Youth: Links With Psychopathology and Brain Function,"inhibitory control, childhood psychopathology, latent factor, resting-state functional magnetic resonance imaging, global efficiency, open data"
24090025,00_The Interactive Effect of Incentive Salience and Prosocial Motivation on Prosocial Behavior,"extrinsic incentives, prosocial behavior, charitable giving, motivation, salience, open data, open materials, preregistered"
24090026,00_Do They Look the Same Unless They Are Angry? Investigating the Other-Race Effect in the Presence of Angry Expressions,"other-race effect, categorization, stereotyping, replication, stimulus sampling, open data, open materials, preregistered"
24090027,00_White by Another Name? Can Anti-Christian Bias Claims Serve as a Racial Dog Whistle?,"racial dog whistle, anti-White bias, anti-Christian bias, open data, open materials, preregistered"
24090028,00_Disagreement Gets Mistaken for Bad Listening,"agreement, conflict, conversation, listening, naïve realism, open data, open materials, preregistered"
24090029,00_Misplaced Divides? Discussing Political Disagreement With Strangers Can Be Unexpectedly Positive,"social cognition, conversation, dialogue, well-being, social learning, open data, open materials, preregistered"
24090030,00_The Motion-Silencing Illusion Depends on Object-Centered Representation,"vision, object perception, change detection, illusions, preregistered"
24090031,00_Oscillatory Coupling Between Neural and Cardiac Rhythms,"cognitive neuroscience, electrophysiology, human body"
24090032,00_People Endorse Harsher Policies in Principle Than in Practice: Asymmetric Beliefs About Which Errors to Prevent Versus Fix,"fairness, moral judgment, judgment and decision making, past versus future, public policy, punishments and rewards, omission versus commission, open data, open materials, preregistered"
24090033,00_Gender-Ambiguous Voices and Social Disfluency,"fluency, voice, gender, familiarity, social categorization, prejudice, open data, open materials, preregistered"
24090034,00_Biases in Improvement Decisions: People Focus on the Relative Reduction in Bad Outcomes,"risk, improvement, decision-making, bias, regret, open data, open materials, preregistered"
24090035,00_The Impact of Relocation Patterns on Psychological Stress,"psychological stress, relocation pattern, nature-induced disaster"
24090036,00_The Formation of Negative Attitudes Toward Novel Groups,"intergroup bias, attitudes, differentiation, discrimination, open data, open materials, preregistered"
24090037,00_Exploring the Semantic-Inconsistency Effect in Scenes Using a Continuous Measure of Linguistic-Semantic Similarity,"eye movements, semantic inconsistencies, visual attention, linguistic similarity, open data, open materials"
24090038,00_How the Listener’s Attention Dynamically Switches Between Different Speakers During a Natural Conversation,"selective attention, attention switching, natural conversation, semantic distance, interpersonal neural synchronization"
24090039,00_Once and Again: Repeated Viewing Affects Judgments of Spontaneity and Preparation,"social cognition, perception, repeat consumption, media, open data, open materials, preregistered"
24090040,00_Visual Preference for Socially Relevant Spatial Relations in Humans and Monkeys,"visual predispositions, social cognition, scene perception, eye tracking, evolutionary psychology, infant cognition, open data, open materials"
24090041,00_Caricaturing Shapes in Visual Memory,"caricature, shape, memory, complexity, open data, open materials"
24090042,00_Neural Signatures of Evidence Accumulation Encode Subjective Perceptual Confidence Independent of Performance,"confidence, evidence accumulation, perceptual decision making, EEG, metacognition, motion, perception, open data"
24090043,00_Not Everybody Has an Inner Voice: Behavioral Consequences of Anendophasia,"inner speech, rhyme judgments, categorization, task switching, verbal working memory, individual differences, open data, open materials"
